time,first encoder,second encoder,third encoder,fourth encoder,fifth encoder,upper torque sensor,lower torque sensor
150.921001,1508132.322000,1508129.910000,502709.868000,502709.778000,125677.404000,1.348119,8.867187
150.922001,1508151.690000,1508149.206000,502716.294000,502716.186000,125679.024000,1.519994,8.136292
150.923001,1508171.058000,1508168.448000,502722.684000,502722.594000,125680.644000,1.904149,7.632141
150.924001,1508190.408000,1508187.672000,502729.092000,502729.020000,125682.246000,1.722142,6.230774
150.925001,1508209.758000,1508206.932000,502735.500000,502735.446000,125683.866000,1.607152,6.176453
150.926001,1508229.108000,1508226.174000,502741.926000,502741.854000,125685.468000,1.936986,5.273132
150.927001,1508248.476000,1508245.470000,502748.334000,502748.280000,125687.088000,1.618504,4.079285
150.928001,1508267.844000,1508264.766000,502754.778000,502754.724000,125688.690000,1.820775,4.436951
150.929001,1508287.212000,1508284.134000,502761.222000,502761.168000,125690.292000,1.801732,4.938049
150.930001,1508306.598000,1508303.520000,502767.684000,502767.612000,125691.912000,1.854832,4.893188
150.931001,1508325.966000,1508322.942000,502774.164000,502774.092000,125693.514000,1.804295,5.573120
150.932001,1508345.352000,1508342.346000,502780.662000,502780.572000,125695.116000,1.854832,6.948853
150.933001,1508364.738000,1508361.804000,502787.142000,502787.052000,125696.736000,2.079808,7.580872
150.934001,1508384.124000,1508381.262000,502793.640000,502793.532000,125698.338000,1.801732,7.954407
150.935001,1508403.492000,1508400.720000,502800.138000,502800.030000,125699.940000,1.513646,8.346863
150.936001,1508422.878000,1508420.106000,502806.600000,502806.510000,125701.542000,1.786595,8.774719
150.937001,1508442.264000,1508439.510000,502813.062000,502812.954000,125703.162000,1.581883,9.310913
150.938001,1508461.632000,1508458.860000,502819.506000,502819.380000,125704.764000,1.768895,9.476929
150.939001,1508481.000000,1508478.210000,502825.950000,502825.842000,125706.366000,1.542699,9.674683
150.940001,1508500.350000,1508497.488000,502832.358000,502832.268000,125707.986000,1.887669,9.780273
150.941001,1508519.718000,1508516.766000,502838.784000,502838.676000,125709.588000,1.978734,9.132080
150.942001,1508539.068000,1508536.080000,502845.192000,502845.102000,125711.208000,1.369603,8.864136
150.943001,1508558.418000,1508555.340000,502851.618000,502851.528000,125712.810000,1.715794,8.263855
150.944001,1508577.768000,1508574.600000,502858.026000,502857.954000,125714.412000,2.060887,7.778931
150.945001,1508597.118000,1508593.896000,502864.470000,502864.380000,125716.032000,1.962254,6.980896
150.946001,1508616.468000,1508613.192000,502870.896000,502870.824000,125717.634000,2.220067,7.000122
150.947001,1508635.818000,1508632.560000,502877.358000,502877.268000,125719.254000,1.693089,7.612915
150.948001,1508655.186000,1508651.928000,502883.820000,502883.730000,125720.856000,2.043187,7.897034
150.949001,1508674.536000,1508671.314000,502890.282000,502890.174000,125722.458000,1.847264,8.034058
150.950001,1508693.904000,1508690.718000,502896.762000,502896.672000,125724.078000,1.988866,8.963013
150.951001,1508713.272000,1508710.122000,502903.242000,502903.116000,125725.698000,2.048192,8.915100
150.952001,1508732.640000,1508729.544000,502909.722000,502909.596000,125727.300000,2.054539,8.950195
150.953001,1508752.008000,1508748.966000,502916.202000,502916.076000,125728.920000,2.126561,9.231262
150.954001,1508771.358000,1508768.388000,502922.682000,502922.538000,125730.540000,1.752538,9.397278
150.955001,1508790.726000,1508787.756000,502929.144000,502929.018000,125732.160000,2.156956,9.824829
150.956001,1508810.076000,1508807.160000,502935.606000,502935.462000,125733.780000,1.543919,9.805603
150.957001,1508829.444000,1508826.528000,502942.050000,502941.924000,125735.382000,1.799290,9.547119
150.958001,1508848.794000,1508845.860000,502948.494000,502948.368000,125737.002000,2.172093,9.834290
150.959001,1508868.144000,1508865.210000,502954.920000,502954.794000,125738.622000,1.748753,8.809814
150.960001,1508887.494000,1508884.560000,502961.364000,502961.256000,125740.242000,1.570531,8.490601
150.961001,1508906.844000,1508903.856000,502967.808000,502967.700000,125741.862000,2.132909,7.823486
150.962001,1508926.194000,1508923.224000,502974.252000,502974.162000,125743.500000,1.690526,6.683960
150.963001,1508945.562000,1508942.556000,502980.714000,502980.624000,125745.120000,2.028050,6.368103
150.964001,1508964.930000,1508961.960000,502987.158000,502987.086000,125746.740000,1.719579,4.973145
150.965001,1508984.298000,1508981.364000,502993.656000,502993.566000,125748.360000,1.742406,5.040283
150.966001,1509003.666000,1509000.804000,503000.118000,503000.046000,125749.980000,1.889012,5.506287
150.967001,1509023.034000,1509020.262000,503006.616000,503006.544000,125751.600000,1.642552,5.241089
150.968001,1509042.420000,1509039.720000,503013.132000,503013.042000,125753.238000,1.791722,5.681763
150.969001,1509061.806000,1509059.214000,503019.648000,503019.558000,125754.858000,1.254491,6.026306
150.970001,1509081.192000,1509078.690000,503026.128000,503026.038000,125756.478000,1.651341,6.802063
150.971001,1509100.578000,1509098.166000,503032.644000,503032.518000,125758.080000,1.655125,7.785339
150.972001,1509119.964000,1509117.624000,503039.106000,503038.980000,125759.682000,1.260838,8.487549
150.973001,1509139.350000,1509136.992000,503045.586000,503045.460000,125761.302000,1.652684,8.595886
150.974001,1509158.718000,1509156.360000,503052.030000,503051.922000,125762.922000,1.575536,9.141846
150.975001,1509178.086000,1509175.692000,503058.456000,503058.348000,125764.524000,1.163548,9.186401
150.976001,1509197.454000,1509194.934000,503064.882000,503064.774000,125766.126000,1.446629,9.132080
150.977001,1509216.822000,1509214.176000,503071.272000,503071.164000,125767.746000,1.356908,9.310913
150.978001,1509236.172000,1509233.382000,503077.662000,503077.554000,125769.348000,1.677953,8.270264
150.979001,1509255.522000,1509252.588000,503084.052000,503083.944000,125770.950000,1.844701,8.024597
150.980001,1509274.872000,1509271.758000,503090.442000,503090.370000,125772.570000,1.724705,6.920166
150.981001,1509294.222000,1509290.982000,503096.832000,503096.778000,125774.172000,1.810643,6.565857
150.982001,1509313.572000,1509310.242000,503103.240000,503103.168000,125775.774000,1.964818,5.592346
150.983001,1509332.940000,1509329.520000,503109.684000,503109.612000,125777.394000,2.028050,5.036926
150.984001,1509352.290000,1509348.852000,503116.128000,503116.056000,125778.996000,2.345189,6.010437
150.985001,1509371.658000,1509368.274000,503122.590000,503122.518000,125780.616000,1.795506,5.946655
150.986001,1509391.044000,1509387.696000,503129.070000,503128.980000,125782.218000,2.280736,5.908203
150.987001,1509410.412000,1509407.172000,503135.568000,503135.496000,125783.838000,1.892796,7.357483
150.988001,1509429.798000,1509426.648000,503142.084000,503141.976000,125785.440000,2.122777,8.388367
150.989001,1509449.184000,1509446.178000,503148.600000,503148.474000,125787.060000,1.614720,8.547974
150.990001,1509468.552000,1509465.654000,503155.098000,503154.990000,125788.662000,1.674168,9.065247
150.991001,1509487.938000,1509485.112000,503161.596000,503161.470000,125790.282000,1.909154,9.617310
150.992001,1509507.306000,1509504.552000,503168.076000,503167.968000,125791.902000,1.670384,9.997253
150.993001,1509526.674000,1509523.956000,503174.538000,503174.412000,125793.522000,1.614720,10.357971
150.994001,1509546.042000,1509543.324000,503180.982000,503180.856000,125795.124000,1.897801,10.268555
150.995001,1509565.392000,1509562.638000,503187.426000,503187.318000,125796.744000,1.749974,10.428162
150.996001,1509584.742000,1509581.952000,503193.834000,503193.744000,125798.364000,1.734837,9.674683
150.997001,1509604.092000,1509601.266000,503200.260000,503200.188000,125799.984000,1.244481,8.088379
150.998001,1509623.442000,1509620.508000,503206.686000,503206.614000,125801.586000,1.768895,7.507629
150.999001,1509642.792000,1509639.786000,503213.112000,503213.040000,125803.206000,1.835912,6.345520
151.000001,1509662.142000,1509659.100000,503219.538000,503219.466000,125804.808000,1.719579,6.594543
151.001001,1509681.492000,1509678.414000,503225.982000,503225.910000,125806.410000,2.106419,6.071167
151.002001,1509700.842000,1509697.764000,503232.444000,503232.372000,125808.030000,1.710789,6.387024
151.003001,1509720.210000,1509717.132000,503238.888000,503238.816000,125809.632000,1.779027,6.856384
151.004001,1509739.578000,1509736.536000,503245.368000,503245.278000,125811.252000,1.862401,6.262512
151.005001,1509758.946000,1509755.940000,503251.830000,503251.758000,125812.872000,1.765111,7.366943
151.006001,1509778.314000,1509775.344000,503258.328000,503258.220000,125814.474000,1.920628,7.897034
151.007001,1509797.682000,1509794.784000,503264.808000,503264.682000,125816.094000,1.791722,8.222351
151.008001,1509817.050000,1509814.188000,503271.270000,503271.162000,125817.696000,1.849828,8.867187
151.009001,1509836.418000,1509833.610000,503277.768000,503277.642000,125819.316000,1.652684,9.103394
151.010001,1509855.786000,1509852.996000,503284.230000,503284.104000,125820.936000,1.813206,9.036560
151.011001,1509875.154000,1509872.400000,503290.692000,503290.566000,125822.556000,1.507298,9.192810
151.012001,1509894.522000,1509891.750000,503297.136000,503297.010000,125824.176000,1.629857,9.189758
151.013001,1509913.890000,1509911.082000,503303.580000,503303.454000,125825.778000,2.002782,9.164124
151.014001,1509933.240000,1509930.432000,503310.006000,503309.898000,125827.398000,1.594456,9.231262
151.015001,1509952.608000,1509949.746000,503316.450000,503316.324000,125829.018000,1.559178,8.426819
151.016001,1509971.976000,1509969.006000,503322.876000,503322.768000,125830.638000,2.241551,8.410950
151.017001,1509991.308000,1509988.338000,503329.302000,503329.194000,125832.258000,1.737279,7.670288
151.018001,1510010.676000,1510007.670000,503335.746000,503335.638000,125833.860000,1.867528,7.095642
151.019001,1510030.026000,1510027.020000,503342.190000,503342.082000,125835.480000,1.846043,7.277832
151.020001,1510049.394000,1510046.352000,503348.634000,503348.544000,125837.118000,1.731053,6.074219
151.021001,1510068.762000,1510065.720000,503355.096000,503355.006000,125838.720000,1.991307,6.093445
151.022001,1510088.130000,1510085.142000,503361.558000,503361.468000,125840.340000,1.612157,6.307373
151.023001,1510107.498000,1510104.546000,503368.056000,503367.948000,125841.960000,1.971165,6.240234
151.024001,1510126.884000,1510123.986000,503374.536000,503374.446000,125843.580000,1.725926,7.076721
151.025001,1510146.252000,1510143.444000,503381.034000,503380.926000,125845.200000,1.532567,6.990356
151.026001,1510165.638000,1510162.884000,503387.532000,503387.424000,125846.820000,1.925633,7.743835
151.027001,1510185.024000,1510182.342000,503394.012000,503393.904000,125848.440000,1.346776,7.980042
151.028001,1510204.392000,1510201.782000,503400.492000,503400.366000,125850.042000,1.723485,8.209839
151.029001,1510223.778000,1510221.186000,503406.972000,503406.846000,125851.644000,1.626073,8.490601
151.030001,1510243.146000,1510240.554000,503413.416000,503413.290000,125853.264000,1.629857,9.103394
151.031001,1510262.514000,1510259.904000,503419.860000,503419.734000,125854.884000,1.434056,9.336548
151.032001,1510281.882000,1510279.200000,503426.286000,503426.178000,125856.486000,1.530003,9.409790
151.033001,1510301.232000,1510298.478000,503432.694000,503432.604000,125858.106000,1.698094,9.515381
151.034001,1510320.600000,1510317.720000,503439.102000,503438.994000,125859.708000,1.815648,8.777771
151.035001,1510339.950000,1510336.980000,503445.510000,503445.420000,125861.328000,1.667821,8.257751
151.036001,1510359.282000,1510356.222000,503451.918000,503451.828000,125862.930000,1.704442,7.300110
151.037001,1510378.632000,1510375.464000,503458.344000,503458.272000,125864.550000,1.990086,7.054138
151.038001,1510398.000000,1510394.760000,503464.752000,503464.680000,125866.170000,1.925633,6.020203
151.039001,1510417.350000,1510414.074000,503471.196000,503471.124000,125867.772000,2.055760,5.375366
151.040001,1510436.700000,1510433.478000,503477.658000,503477.586000,125869.374000,1.571751,6.383972
151.041001,1510456.086000,1510452.846000,503484.120000,503484.048000,125870.994000,2.210057,6.524353
151.042001,1510475.454000,1510472.286000,503490.600000,503490.528000,125872.596000,1.682957,6.636047
151.043001,1510494.822000,1510491.708000,503497.098000,503497.008000,125874.216000,2.105077,7.481995
151.044001,1510514.190000,1510511.184000,503503.596000,503503.524000,125875.818000,1.581883,8.114014
151.045001,1510533.576000,1510530.642000,503510.094000,503510.004000,125877.438000,1.895360,8.452454
151.046001,1510552.962000,1510550.100000,503516.592000,503516.484000,125879.058000,1.819432,8.612061
151.047001,1510572.330000,1510569.540000,503523.072000,503522.964000,125880.678000,1.943333,8.758850
151.048001,1510591.698000,1510588.962000,503529.552000,503529.462000,125882.298000,1.648900,8.998108
151.049001,1510611.066000,1510608.366000,503536.014000,503535.924000,125883.918000,1.790379,9.090576
151.050001,1510630.434000,1510627.770000,503542.476000,503542.368000,125885.520000,1.541478,8.777771
151.051001,1510649.802000,1510647.120000,503548.920000,503548.830000,125887.122000,1.844701,9.074707
151.052001,1510669.170000,1510666.488000,503555.346000,503555.256000,125888.742000,1.340428,8.835449
151.053001,1510688.520000,1510685.784000,503561.772000,503561.700000,125890.362000,1.840916,7.817078
151.054001,1510707.888000,1510705.098000,503568.216000,503568.126000,125891.982000,2.076024,7.363892
151.055001,1510727.238000,1510724.412000,503574.642000,503574.570000,125893.584000,1.694310,6.677551
151.056001,1510746.588000,1510743.708000,503581.086000,503580.996000,125895.186000,1.915501,7.207336
151.057001,1510765.956000,1510763.040000,503587.512000,503587.422000,125896.806000,1.717137,6.460571
151.058001,1510785.306000,1510782.372000,503593.974000,503593.902000,125898.408000,1.504735,6.766968
151.059001,1510804.674000,1510801.686000,503600.418000,503600.328000,125900.010000,2.043187,7.523499
151.060001,1510824.024000,1510821.036000,503606.862000,503606.772000,125901.630000,1.729710,6.479797
151.061001,1510843.392000,1510840.404000,503613.324000,503613.234000,125903.232000,1.790379,7.338257
151.062001,1510862.760000,1510859.772000,503619.804000,503619.696000,125904.852000,1.696873,7.864990
151.063001,1510882.128000,1510879.158000,503626.266000,503626.158000,125906.454000,1.839696,7.731018
151.064001,1510901.496000,1510898.544000,503632.728000,503632.602000,125908.074000,1.709569,7.995911
151.065001,1510920.864000,1510917.930000,503639.208000,503639.082000,125909.676000,1.599583,8.311768
151.066001,1510940.232000,1510937.280000,503645.652000,503645.526000,125911.296000,2.062108,8.557739
151.067001,1510959.600000,1510956.666000,503652.114000,503651.988000,125912.898000,1.708226,8.908691
151.068001,1510978.968000,1510976.034000,503658.558000,503658.432000,125914.518000,1.743626,9.144897
151.069001,1510998.318000,1510995.366000,503665.002000,503664.858000,125916.120000,1.689305,9.320679
151.070001,1511017.686000,1511014.698000,503671.428000,503671.302000,125917.740000,1.652684,9.531250
151.071001,1511037.036000,1511034.012000,503677.854000,503677.728000,125919.360000,1.844701,9.371643
151.072001,1511056.386000,1511053.344000,503684.280000,503684.172000,125920.962000,1.864964,9.154663
151.073001,1511075.736000,1511072.640000,503690.724000,503690.598000,125922.582000,1.507298,8.867187
151.074001,1511095.086000,1511091.936000,503697.150000,503697.042000,125924.202000,2.059666,8.381958
151.075001,1511114.436000,1511111.268000,503703.576000,503703.486000,125925.822000,1.605931,8.244934
151.076001,1511133.804000,1511130.582000,503710.038000,503709.930000,125927.442000,2.146825,7.431030
151.077001,1511153.154000,1511149.950000,503716.482000,503716.392000,125929.044000,1.602147,7.545776
151.078001,1511172.504000,1511169.318000,503722.962000,503722.854000,125930.682000,2.040623,7.319031
151.079001,1511191.872000,1511188.722000,503729.424000,503729.334000,125932.302000,1.906712,6.668091
151.080001,1511211.240000,1511208.162000,503735.922000,503735.814000,125933.904000,1.719579,7.683105
151.081001,1511230.608000,1511227.566000,503742.402000,503742.294000,125935.542000,2.193578,7.817078
151.082001,1511249.976000,1511247.060000,503748.900000,503748.792000,125937.162000,1.613499,7.919312
151.083001,1511269.344000,1511266.500000,503755.380000,503755.272000,125938.782000,1.775243,8.209839
151.084001,1511288.730000,1511285.922000,503761.878000,503761.770000,125940.384000,2.057103,8.283081
151.085001,1511308.098000,1511305.380000,503768.358000,503768.250000,125942.004000,1.699437,8.493958
151.086001,1511327.466000,1511324.802000,503774.838000,503774.712000,125943.624000,1.466893,8.803406
151.087001,1511346.834000,1511344.188000,503781.282000,503781.174000,125945.244000,1.772679,9.055481
151.088001,1511366.202000,1511363.520000,503787.744000,503787.618000,125946.846000,1.854832,9.176941
151.089001,1511385.570000,1511382.870000,503794.170000,503794.062000,125948.466000,1.661473,9.237671
151.090001,1511404.920000,1511402.202000,503800.596000,503800.488000,125950.086000,1.445409,8.832092
151.091001,1511424.270000,1511421.444000,503807.004000,503806.914000,125951.688000,1.843480,8.158569
151.092001,1511443.620000,1511440.722000,503813.430000,503813.340000,125953.326000,1.688084,7.600098
151.093001,1511462.970000,1511460.000000,503819.856000,503819.784000,125954.946000,1.633641,6.479797
151.094001,1511482.338000,1511479.296000,503826.282000,503826.210000,125956.566000,2.078587,5.142212
151.095001,1511501.688000,1511498.628000,503832.726000,503832.672000,125958.168000,1.507298,4.567871
151.096001,1511521.056000,1511517.960000,503839.170000,503839.116000,125959.770000,1.890233,5.467834
151.097001,1511540.442000,1511537.382000,503845.632000,503845.578000,125961.390000,1.858617,5.139160
151.098001,1511559.810000,1511556.804000,503852.112000,503852.076000,125963.010000,1.803075,5.292358
151.099001,1511579.178000,1511576.244000,503858.628000,503858.556000,125964.630000,1.618504,6.045532
151.100001,1511598.564000,1511595.702000,503865.126000,503865.054000,125966.232000,1.613499,6.115723
151.101001,1511617.950000,1511615.178000,503871.624000,503871.516000,125967.834000,1.809422,7.686157
151.102001,1511637.354000,1511634.636000,503878.104000,503878.014000,125969.454000,1.911717,7.983093
151.103001,1511656.722000,1511654.076000,503884.602000,503884.512000,125971.074000,1.626073,8.241577
151.104001,1511676.108000,1511673.516000,503891.064000,503890.974000,125972.676000,1.661473,8.567200
151.105001,1511695.476000,1511692.902000,503897.544000,503897.454000,125974.296000,1.349339,8.547974
151.106001,1511714.862000,1511712.252000,503903.988000,503903.898000,125975.916000,1.824559,8.602295
151.107001,1511734.230000,1511731.620000,503910.414000,503910.324000,125977.518000,1.288670,8.567200
151.108001,1511753.598000,1511750.934000,503916.840000,503916.750000,125979.120000,1.761327,8.433228
151.109001,1511772.966000,1511770.230000,503923.266000,503923.158000,125980.722000,2.164525,8.031006
151.110001,1511792.316000,1511789.508000,503929.692000,503929.620000,125982.342000,1.533788,7.571411
151.111001,1511811.666000,1511808.786000,503936.118000,503936.046000,125983.944000,1.541478,7.009583
151.112001,1511831.034000,1511828.082000,503942.544000,503942.472000,125985.546000,1.752538,7.038269
151.113001,1511850.384000,1511847.378000,503948.970000,503948.880000,125987.148000,1.550267,6.827698
151.114001,1511869.752000,1511866.674000,503955.396000,503955.324000,125988.750000,2.165746,7.079773
151.115001,1511889.102000,1511886.006000,503961.840000,503961.750000,125990.370000,1.808079,7.900085
151.116001,1511908.470000,1511905.338000,503968.302000,503968.194000,125991.972000,2.074803,7.600098
151.117001,1511927.838000,1511924.688000,503974.764000,503974.656000,125993.574000,1.720921,7.864990
151.118001,1511947.188000,1511944.038000,503981.208000,503981.100000,125995.194000,1.700658,8.050232
151.119001,1511966.556000,1511963.424000,503987.670000,503987.562000,125996.796000,1.886449,8.346863
151.120001,1511985.924000,1511982.792000,503994.132000,503994.006000,125998.398000,1.794163,8.755493
151.121001,1512005.292000,1512002.142000,504000.594000,504000.468000,126000.018000,2.283299,9.078064
151.122001,1512024.642000,1512021.528000,504007.056000,504006.930000,126001.638000,1.691869,9.400330
151.123001,1512044.010000,1512040.860000,504013.500000,504013.374000,126003.240000,2.021703,9.674683
151.124001,1512063.360000,1512060.246000,504019.944000,504019.818000,126004.860000,1.810643,9.802551
151.125001,1512082.710000,1512079.596000,504026.388000,504026.244000,126006.462000,1.651341,9.949341
151.126001,1512102.078000,1512098.928000,504032.832000,504032.706000,126008.082000,1.954686,10.022888
151.127001,1512121.428000,1512118.242000,504039.258000,504039.132000,126009.702000,2.268162,9.786682
151.128001,1512140.778000,1512137.592000,504045.702000,504045.576000,126011.322000,1.572972,9.141846
151.129001,1512160.128000,1512156.906000,504052.146000,504052.038000,126012.942000,2.173314,8.544922
151.130001,1512179.478000,1512176.310000,504058.608000,504058.500000,126014.562000,1.562962,8.468323
151.131001,1512198.828000,1512195.624000,504065.070000,504064.962000,126016.182000,2.383153,7.928772
151.132001,1512218.178000,1512215.064000,504071.514000,504071.424000,126017.820000,1.685521,7.169189
151.133001,1512237.546000,1512234.450000,504077.994000,504077.904000,126019.440000,1.771458,7.076721
151.134001,1512256.896000,1512253.872000,504084.474000,504084.384000,126021.060000,1.996434,6.808472
151.135001,1512276.264000,1512273.312000,504090.972000,504090.864000,126022.698000,1.572972,6.096802
151.136001,1512295.650000,1512292.734000,504097.470000,504097.380000,126024.318000,2.038060,6.351929
151.137001,1512315.018000,1512312.246000,504103.968000,504103.878000,126025.938000,1.526219,6.888123
151.138001,1512334.386000,1512331.722000,504110.466000,504110.376000,126027.558000,1.592015,7.143555
151.139001,1512353.772000,1512351.198000,504116.982000,504116.874000,126029.196000,1.846043,7.449951
151.140001,1512373.158000,1512370.674000,504123.480000,504123.354000,126030.816000,1.565404,7.644653
151.141001,1512392.544000,1512390.114000,504129.942000,504129.852000,126032.418000,1.497166,8.458557
151.142001,1512411.912000,1512409.518000,504136.422000,504136.296000,126034.038000,1.623631,8.446045
151.143001,1512431.280000,1512428.904000,504142.866000,504142.776000,126035.658000,1.594456,8.244934
151.144001,1512450.666000,1512448.254000,504149.310000,504149.220000,126037.278000,1.447850,8.429871
151.145001,1512470.034000,1512467.568000,504155.736000,504155.646000,126038.880000,1.495946,8.471375
151.146001,1512489.402000,1512486.846000,504162.144000,504162.054000,126040.500000,1.708226,7.762756
151.147001,1512508.752000,1512506.106000,504168.570000,504168.480000,126042.102000,1.818211,6.610718
151.148001,1512528.102000,1512525.366000,504174.978000,504174.906000,126043.722000,1.694310,6.747742
151.149001,1512547.470000,1512544.590000,504181.404000,504181.314000,126045.342000,1.947118,6.013794
151.150001,1512566.838000,1512563.886000,504187.812000,504187.740000,126046.944000,1.719579,4.944458
151.151001,1512586.188000,1512583.200000,504194.238000,504194.184000,126048.546000,1.497166,5.021057
151.152001,1512605.556000,1512602.514000,504200.682000,504200.628000,126050.148000,2.044408,5.697632
151.153001,1512624.942000,1512621.882000,504207.144000,504207.072000,126051.768000,1.682957,5.333862
151.154001,1512644.310000,1512641.250000,504213.606000,504213.534000,126053.370000,1.996434,5.761414
151.155001,1512663.678000,1512660.654000,504220.086000,504220.014000,126054.972000,1.549046,6.939392
151.156001,1512683.064000,1512680.058000,504226.566000,504226.476000,126056.592000,2.261815,7.309570
151.157001,1512702.450000,1512699.498000,504233.046000,504232.938000,126058.194000,1.891576,7.619324
151.158001,1512721.836000,1512718.938000,504239.526000,504239.436000,126059.796000,1.552830,7.887268
151.159001,1512741.204000,1512738.306000,504246.006000,504245.916000,126061.416000,1.862401,8.305359
151.160001,1512760.590000,1512757.728000,504252.468000,504252.360000,126063.018000,1.837132,8.822632
151.161001,1512779.958000,1512777.132000,504258.930000,504258.804000,126064.620000,1.545262,8.956604
151.162001,1512799.326000,1512796.482000,504265.374000,504265.248000,126066.240000,1.728490,9.237671
151.163001,1512818.694000,1512815.814000,504271.800000,504271.692000,126067.842000,1.691869,9.534302
151.164001,1512838.044000,1512835.110000,504278.226000,504278.136000,126069.462000,2.077245,9.304504
151.165001,1512857.412000,1512854.460000,504284.652000,504284.562000,126071.064000,1.511082,9.068298
151.166001,1512876.744000,1512873.756000,504291.078000,504291.006000,126072.666000,1.466893,8.615112
151.167001,1512896.112000,1512893.034000,504297.504000,504297.432000,126074.286000,1.962254,8.168335
151.168001,1512915.462000,1512912.348000,504303.948000,504303.858000,126075.888000,1.777806,7.766113
151.169001,1512934.812000,1512931.644000,504310.392000,504310.302000,126077.508000,2.197362,7.565002
151.170001,1512954.162000,1512950.994000,504316.836000,504316.746000,126079.110000,1.801732,7.900085
151.171001,1512973.530000,1512970.326000,504323.298000,504323.208000,126080.712000,1.913060,8.149109
151.172001,1512992.880000,1512989.712000,504329.760000,504329.652000,126082.332000,1.846043,8.002319
151.173001,1513012.230000,1513009.080000,504336.222000,504336.132000,126083.934000,1.849828,8.694763
151.174001,1513031.598000,1513028.466000,504342.684000,504342.576000,126085.554000,1.988866,8.643799
151.175001,1513050.948000,1513047.870000,504349.164000,504349.038000,126087.174000,2.006566,8.493958
151.176001,1513070.316000,1513067.274000,504355.626000,504355.518000,126088.794000,2.074803,8.723755
151.177001,1513089.684000,1513086.678000,504362.106000,504361.980000,126090.396000,1.931981,8.886414
151.178001,1513109.034000,1513106.064000,504368.586000,504368.460000,126092.016000,1.915501,9.227905
151.179001,1513128.402000,1513125.450000,504375.030000,504374.904000,126093.636000,1.808079,9.323730
151.180001,1513147.770000,1513144.854000,504381.492000,504381.384000,126095.256000,1.685521,9.183350
151.181001,1513167.120000,1513164.204000,504387.936000,504387.828000,126096.876000,2.040623,9.330139
151.182001,1513186.488000,1513183.572000,504394.380000,504394.254000,126098.496000,1.867528,8.707581
151.183001,1513205.838000,1513202.976000,504400.824000,504400.716000,126100.116000,1.447850,8.547974
151.184001,1513225.188000,1513222.272000,504407.286000,504407.178000,126101.736000,2.086156,8.040466
151.185001,1513244.538000,1513241.640000,504413.730000,504413.640000,126103.356000,1.527562,7.143555
151.186001,1513263.906000,1513260.972000,504420.192000,504420.102000,126104.976000,1.866185,6.837158
151.187001,1513283.274000,1513280.376000,504426.654000,504426.564000,126106.596000,1.685521,5.736084
151.188001,1513302.642000,1513299.762000,504433.116000,504433.026000,126108.216000,1.709569,5.598755
151.189001,1513322.010000,1513319.166000,504439.596000,504439.506000,126109.836000,2.039403,5.898743
151.190001,1513341.378000,1513338.624000,504446.076000,504445.986000,126111.474000,1.538914,5.710449
151.191001,1513360.764000,1513358.046000,504452.574000,504452.484000,126113.094000,1.647557,5.984802
151.192001,1513380.132000,1513377.504000,504459.072000,504458.982000,126114.714000,1.600804,6.278687
