time,motor setpoint,motor real,propeller setpoint,propeller real
187.631171,0.000000,2.689400,0.595000,0.595000
187.632172,0.000000,2.820300,0.595000,0.630700
187.633170,0.000000,2.927400,0.595000,0.571200
187.634171,0.000000,2.748900,0.595000,0.583100
187.635169,0.000000,2.879800,0.595000,0.606900
187.636171,0.000000,2.903600,0.595000,0.583100
187.637171,0.000000,2.808400,0.595000,0.666400
187.638171,0.000000,2.975000,0.595000,0.642600
187.639172,0.000000,2.784600,0.595000,0.547400
187.640171,0.000000,2.820300,0.595000,0.559300
187.641171,0.000000,2.963100,0.595000,0.583100
187.642172,0.000000,3.070200,0.595000,0.618800
187.643172,0.000000,2.701300,0.595000,0.642600
187.644172,0.000000,2.796500,0.595000,0.606900
187.645170,0.000000,2.963100,0.595000,0.618800
187.646171,0.000000,2.963100,0.595000,0.618800
187.647172,0.000000,2.820300,0.595000,0.547400
187.648166,0.000000,2.784600,0.595000,0.571200
187.649167,0.000000,2.986900,0.595000,0.571200
187.650163,0.000000,2.927400,0.595000,0.583100
187.651160,0.000000,2.713200,0.595000,0.642600
187.652159,0.000000,2.891700,0.595000,0.618800
187.653158,0.000000,3.082100,0.595000,0.559300
187.654159,0.000000,2.963100,0.595000,0.571200
187.655158,0.000000,2.951200,0.595000,0.595000
187.656160,0.000000,3.141600,0.595000,0.583100
187.657158,0.000000,2.915500,0.595000,0.654500
187.658160,0.000000,2.832200,0.595000,0.583100
187.659158,0.000000,3.105900,0.595000,0.595000
187.660159,0.000000,2.986900,0.595000,0.583100
187.661158,0.000000,3.058300,0.595000,0.571200
187.662160,0.000000,3.022600,0.595000,0.583100
187.663159,0.000000,3.034500,0.595000,0.642600
187.664156,0.000000,2.891700,0.595000,0.559300
187.665156,0.000000,2.903600,0.595000,0.547400
187.666159,0.000000,2.986900,0.595000,0.606900
187.667160,0.000000,2.915500,0.595000,0.583100
187.668159,0.000000,2.915500,0.595000,0.595000
187.669158,0.000000,3.082100,0.595000,0.595000
187.670158,0.000000,2.903600,0.595000,0.583100
187.671160,0.000000,3.022600,0.595000,0.618800
187.672158,0.000000,3.058300,0.595000,0.595000
187.673160,0.000000,3.165400,0.595000,0.595000
187.674159,0.000000,2.998800,0.595000,0.630700
187.675160,0.000000,3.022600,0.595000,0.583100
187.676159,0.000000,3.153500,0.595000,0.559300
187.677157,0.000000,2.927400,0.595000,0.547400
187.678159,0.000000,2.891700,0.595000,0.571200
187.679158,0.000000,3.177300,0.595000,0.571200
187.680158,0.000000,2.963100,0.595000,0.642600
187.681158,0.000000,2.820300,0.595000,0.618800
187.682158,0.000000,2.832200,0.595000,0.571200
187.683159,0.000000,2.844100,0.595000,0.559300
187.684158,0.000000,2.856000,0.595000,0.571200
187.685158,0.000000,2.820300,0.595000,0.595000
187.686158,0.000000,3.010700,0.595000,0.571200
187.687159,0.000000,2.832200,0.595000,0.630700
187.688159,0.000000,2.784600,0.595000,0.583100
187.689158,0.000000,3.022600,0.595000,0.571200
187.690158,0.000000,2.998800,0.595000,0.571200
187.691159,0.000000,2.975000,0.595000,0.583100
187.692159,0.000000,2.975000,0.595000,0.547400
187.693159,0.000000,2.998800,0.595000,0.618800
187.694158,0.000000,2.796500,0.595000,0.642600
187.695163,0.000000,2.867900,0.595000,0.583100
187.696160,0.000000,3.022600,0.595000,0.642600
187.697158,0.000000,2.939300,0.595000,0.583100
187.698157,0.000000,2.879800,0.595000,0.583100
187.699159,0.000000,3.058300,0.595000,0.630700
187.700160,0.000000,2.856000,0.595000,0.606900
187.701159,0.000000,2.641800,0.595000,0.571200
187.702159,0.000000,2.772700,0.595000,0.595000
187.703157,0.000000,2.725100,0.595000,0.571200
187.704158,0.000000,2.677500,0.595000,0.583100
187.705158,0.000000,2.808400,0.595000,0.606900
187.706153,0.000000,2.867900,0.595000,0.618800
187.707152,0.000000,2.606100,0.595000,0.595000
187.708155,0.000000,2.784600,0.595000,0.595000
187.709153,0.000000,2.963100,0.595000,0.559300
187.710152,0.000000,2.844100,0.595000,0.606900
187.711153,0.000000,2.748900,0.595000,0.583100
187.712152,0.000000,2.975000,0.595000,0.618800
187.713151,0.000000,2.903600,0.595000,0.595000
187.714152,0.000000,2.832200,0.595000,0.559300
187.715153,0.000000,2.927400,0.595000,0.618800
187.716158,0.000000,3.105900,0.595000,0.606900
187.717157,0.000000,2.986900,0.595000,0.595000
187.718159,0.000000,2.879800,0.595000,0.618800
187.719158,0.000000,3.034500,0.595000,0.571200
187.720158,0.000000,3.010700,0.595000,0.559300
187.721158,0.000000,2.927400,0.595000,0.583100
187.722160,0.000000,3.046400,0.595000,0.618800
187.723159,0.000000,3.094000,0.595000,0.583100
187.724155,0.000000,2.915500,0.595000,0.642600
187.725159,0.000000,3.022600,0.595000,0.571200
187.726158,0.000000,3.236800,0.595000,0.571200
187.727157,0.000000,3.046400,0.595000,0.606900
187.728159,0.000000,3.129700,0.595000,0.559300
187.729157,0.000000,3.272500,0.595000,0.595000
187.730158,0.000000,3.082100,0.595000,0.678300
187.731160,0.000000,2.975000,0.595000,0.583100
187.732158,0.000000,3.034500,0.595000,0.583100
187.733162,0.000000,3.034500,0.595000,0.571200
187.734171,0.000000,2.927400,0.595000,0.547400
187.735164,0.000000,2.986900,0.595000,0.606900
187.736158,0.000000,3.248700,0.595000,0.618800
187.737159,0.000000,2.772700,0.595000,0.559300
187.738158,0.000000,2.737000,0.595000,0.583100
187.739157,0.000000,3.022600,0.595000,0.547400
187.740158,0.000000,2.796500,0.595000,0.583100
187.741162,0.000000,2.748900,0.595000,0.559300
187.742159,0.000000,2.832200,0.595000,0.618800
187.743157,0.000000,2.820300,0.595000,0.571200
187.744160,0.000000,2.606100,0.595000,0.595000
187.745158,0.000000,2.772700,0.595000,0.606900
187.746158,0.000000,2.975000,0.595000,0.606900
187.747158,0.000000,2.832200,0.595000,0.606900
187.748159,0.000000,2.748900,0.595000,0.618800
187.749158,0.000000,2.986900,0.595000,0.606900
187.750159,0.000000,2.796500,0.595000,0.583100
187.751160,0.000000,2.748900,0.595000,0.583100
187.752158,0.000000,2.820300,0.595000,0.618800
187.753158,0.000000,2.915500,0.595000,0.547400
187.754160,0.000000,2.867900,0.595000,0.606900
187.755158,0.000000,2.796500,0.595000,0.618800
187.756159,0.000000,2.879800,0.595000,0.583100
187.757156,0.000000,2.796500,0.595000,0.571200
187.758157,0.000000,2.713200,0.595000,0.606900
187.759158,0.000000,2.808400,0.595000,0.595000
187.760159,0.000000,2.748900,0.595000,0.606900
187.761159,0.000000,2.665600,0.595000,0.642600
187.762160,0.000000,2.856000,0.595000,0.595000
187.763156,0.000000,2.844100,0.595000,0.571200
187.764158,0.000000,2.844100,0.595000,0.571200
187.765160,0.000000,2.951200,0.595000,0.595000
187.766158,0.000000,3.070200,0.595000,0.595000
187.767158,0.000000,2.986900,0.595000,0.618800
187.768158,0.000000,2.915500,0.595000,0.571200
187.769158,0.000000,3.189200,0.595000,0.618800
187.770157,0.000000,2.903600,0.595000,0.535500
187.771158,0.000000,2.975000,0.595000,0.571200
187.772158,0.000000,3.213000,0.595000,0.618800
187.773158,0.000000,3.117800,0.595000,0.618800
187.774159,0.000000,2.867900,0.595000,0.547400
187.775159,0.000000,3.046400,0.595000,0.571200
187.776157,0.000000,3.141600,0.595000,0.583100
187.777157,0.000000,2.975000,0.595000,0.595000
187.778158,0.000000,2.927400,0.595000,0.583100
187.779158,0.000000,3.189200,0.595000,0.606900
187.780159,0.000000,2.963100,0.595000,0.606900
187.781158,0.000000,2.867900,0.595000,0.559300
187.782160,0.000000,3.141600,0.595000,0.606900
187.783158,0.000000,3.165400,0.595000,0.606900
187.784152,0.000000,2.986900,0.595000,0.559300
187.785153,0.000000,2.951200,0.595000,0.618800
187.786154,0.000000,3.082100,0.595000,0.595000
187.787152,0.000000,2.832200,0.595000,0.595000
187.788155,0.000000,2.867900,0.595000,0.606900
187.789158,0.000000,2.975000,0.595000,0.595000
187.790158,0.000000,2.891700,0.595000,0.583100
187.791159,0.000000,2.820300,0.595000,0.618800
187.792159,0.000000,2.951200,0.595000,0.535500
187.793158,0.000000,2.808400,0.595000,0.583100
187.794159,0.000000,2.641800,0.595000,0.630700
187.795158,0.000000,2.737000,0.595000,0.547400
187.796159,0.000000,2.760800,0.595000,0.583100
187.797159,0.000000,2.665600,0.595000,0.630700
187.798158,0.000000,2.713200,0.595000,0.535500
187.799158,0.000000,2.915500,0.595000,0.595000
187.800158,0.000000,2.748900,0.595000,0.606900
187.801159,0.000000,2.856000,0.595000,0.630700
187.802159,0.000000,2.927400,0.595000,0.630700
187.803158,0.000000,2.927400,0.595000,0.630700
187.804159,0.000000,2.867900,0.595000,0.606900
187.805158,0.000000,2.879800,0.595000,0.583100
187.806159,0.000000,3.094000,0.595000,0.571200
187.807158,0.000000,2.867900,0.595000,0.583100
187.808160,0.000000,2.891700,0.595000,0.618800
187.809159,0.000000,3.117800,0.595000,0.559300
187.810165,0.000000,2.939300,0.595000,0.630700
187.811162,0.000000,2.796500,0.595000,0.559300
187.812158,0.000000,2.939300,0.595000,0.559300
187.813158,0.000000,2.903600,0.595000,0.571200
187.814159,0.000000,2.784600,0.595000,0.595000
187.815159,0.000000,2.844100,0.595000,0.618800
187.816158,0.000000,3.034500,0.595000,0.642600
187.817160,0.000000,2.701300,0.595000,0.606900
187.818158,0.000000,2.915500,0.595000,0.559300
187.819159,0.000000,3.117800,0.595000,0.595000
187.820159,0.000000,2.903600,0.595000,0.571200
187.821159,0.000000,2.998800,0.595000,0.583100
187.822158,0.000000,3.070200,0.595000,0.618800
187.823161,0.000000,2.927400,0.595000,0.571200
187.824155,0.000000,2.856000,0.595000,0.583100
187.825159,0.000000,2.975000,0.595000,0.618800
187.826158,0.000000,3.058300,0.595000,0.595000
187.827159,0.000000,2.951200,0.595000,0.595000
187.828158,0.000000,3.010700,0.595000,0.595000
187.829158,0.000000,3.129700,0.595000,0.559300
187.830160,0.000000,2.879800,0.595000,0.583100
187.831158,0.000000,2.832200,0.595000,0.583100
187.832159,0.000000,3.070200,0.595000,0.583100
187.833158,0.000000,2.951200,0.595000,0.583100
187.834158,0.000000,2.867900,0.595000,0.606900
187.835159,0.000000,3.010700,0.595000,0.571200
187.836159,0.000000,3.046400,0.595000,0.606900
187.837159,0.000000,2.820300,0.595000,0.571200
187.838158,0.000000,2.998800,0.595000,0.642600
187.839159,0.000000,3.201100,0.595000,0.595000
187.840157,0.000000,2.939300,0.595000,0.595000
187.841159,0.000000,2.879800,0.595000,0.606900
187.842159,0.000000,3.117800,0.595000,0.583100
187.843158,0.000000,2.903600,0.595000,0.583100
187.844158,0.000000,2.820300,0.595000,0.583100
187.845158,0.000000,2.915500,0.595000,0.583100
187.846159,0.000000,3.046400,0.595000,0.618800
187.847158,0.000000,2.856000,0.595000,0.583100
187.848159,0.000000,2.772700,0.595000,0.535500
187.849159,0.000000,3.034500,0.595000,0.547400
187.850158,0.000000,2.796500,0.595000,0.571200
187.851160,0.000000,2.689400,0.595000,0.583100
187.852158,0.000000,2.808400,0.595000,0.642600
187.853156,0.000000,2.772700,0.595000,0.630700
187.854158,0.000000,2.653700,0.595000,0.583100
187.855157,0.000000,2.867900,0.595000,0.583100
187.856158,0.000000,2.986900,0.595000,0.595000
187.857157,0.000000,2.903600,0.595000,0.583100
187.858153,0.000000,2.927400,0.595000,0.666400
187.859161,0.000000,3.105900,0.595000,0.618800
187.860170,0.000000,2.927400,0.595000,0.571200
187.861166,0.000000,2.891700,0.595000,0.595000
187.862160,0.000000,3.105900,0.595000,0.595000
187.863159,0.000000,2.915500,0.595000,0.559300
187.864157,0.000000,2.867900,0.595000,0.642600
187.865157,0.000000,2.975000,0.595000,0.595000
187.866159,0.000000,3.094000,0.595000,0.583100
187.867159,0.000000,2.832200,0.595000,0.595000
187.868159,0.000000,2.832200,0.595000,0.547400
187.869163,0.000000,3.034500,0.595000,0.606900
187.870158,0.000000,2.784600,0.595000,0.583100
187.871160,0.000000,2.689400,0.595000,0.618800
187.872158,0.000000,2.939300,0.595000,0.606900
187.873159,0.000000,2.867900,0.595000,0.571200
187.874159,0.000000,2.737000,0.595000,0.595000
187.875158,0.000000,2.915500,0.595000,0.618800
187.876158,0.000000,3.165400,0.595000,0.583100
187.877158,0.000000,2.927400,0.595000,0.618800
187.878158,0.000000,2.808400,0.595000,0.571200
187.879158,0.000000,2.998800,0.595000,0.571200
187.880160,0.000000,2.963100,0.595000,0.618800
187.881157,0.000000,2.891700,0.595000,0.630700
187.882159,0.000000,2.951200,0.595000,0.606900
187.883159,0.000000,2.998800,0.595000,0.630700
