time,first encoder,second encoder,third encoder,fourth encoder,fifth encoder,upper torque sensor,lower torque sensor
187.777001,2221835.274000,2221832.250000,740610.612000,740610.468000,185152.518000,1.722142,10.773010
187.778001,2221854.660000,2221851.744000,740617.128000,740616.984000,185154.138000,2.295995,12.921143
187.779001,2221874.046000,2221871.292000,740623.626000,740623.464000,185155.758000,1.626073,13.112488
187.780001,2221893.432000,2221890.714000,740630.124000,740629.944000,185157.378000,1.737279,13.265686
187.781001,2221912.800000,2221910.118000,740636.604000,740636.424000,185158.980000,1.786595,13.763733
187.782001,2221932.186000,2221929.450000,740643.048000,740642.868000,185160.600000,1.819432,13.875427
187.783001,2221951.554000,2221948.728000,740649.474000,740649.294000,185162.220000,1.915501,13.923340
187.784001,2221970.904000,2221967.934000,740655.882000,740655.702000,185163.840000,1.906712,13.578491
187.785001,2221990.254000,2221987.176000,740662.254000,740662.128000,185165.442000,1.772679,13.029480
187.786001,2222009.604000,2222006.328000,740668.644000,740668.518000,185167.044000,1.967381,12.024231
187.787001,2222028.954000,2222025.516000,740675.016000,740674.908000,185168.664000,2.035619,10.338745
187.788001,2222048.304000,2222044.722000,740681.406000,740681.298000,185170.266000,1.872533,9.496155
187.789001,2222067.636000,2222063.928000,740687.814000,740687.706000,185171.886000,2.380589,8.730164
187.790001,2222087.004000,2222083.206000,740694.222000,740694.132000,185173.488000,2.345189,8.359680
187.791001,2222106.354000,2222102.520000,740700.666000,740700.576000,185175.108000,2.276952,8.104248
187.792001,2222125.740000,2222121.906000,740707.128000,740707.020000,185176.710000,2.451390,8.247986
187.793001,2222145.108000,2222141.364000,740713.608000,740713.500000,185178.312000,1.971165,8.796997
187.794001,2222164.494000,2222160.840000,740720.106000,740719.998000,185179.932000,2.418553,10.402527
187.795001,2222183.880000,2222180.370000,740726.622000,740726.478000,185181.534000,1.991307,11.028137
187.796001,2222203.266000,2222199.882000,740733.138000,740732.994000,185183.154000,2.309788,12.643433
187.797001,2222222.652000,2222219.412000,740739.654000,740739.492000,185184.774000,1.844701,13.016663
187.798001,2222242.038000,2222238.870000,740746.152000,740745.972000,185186.376000,2.264378,13.259277
187.799001,2222261.424000,2222258.328000,740752.632000,740752.452000,185187.996000,2.089940,14.041443
187.800001,2222280.792000,2222277.732000,740759.112000,740758.932000,185189.598000,1.760106,14.491577
187.801001,2222300.160000,2222297.046000,740765.556000,740765.394000,185191.218000,2.184666,15.002136
187.802001,2222319.510000,2222316.360000,740771.982000,740771.838000,185192.838000,1.950902,14.995728
187.803001,2222338.860000,2222335.638000,740778.408000,740778.264000,185194.440000,1.581883,13.901062
187.804001,2222358.210000,2222354.844000,740784.816000,740784.672000,185196.060000,2.264378,13.307190
187.805001,2222377.560000,2222374.086000,740791.206000,740791.080000,185197.662000,1.945897,11.963501
187.806001,2222396.910000,2222393.328000,740797.596000,740797.488000,185199.282000,2.231541,10.507812
187.807001,2222416.260000,2222412.606000,740804.022000,740803.914000,185200.902000,2.350316,9.582214
187.808001,2222435.592000,2222431.902000,740810.448000,740810.376000,185202.504000,1.760106,8.800354
187.809001,2222454.960000,2222451.234000,740816.910000,740816.820000,185204.124000,2.164525,8.643799
187.810001,2222474.328000,2222470.656000,740823.372000,740823.264000,185205.726000,1.950902,8.950195
187.811001,2222493.696000,2222490.078000,740829.852000,740829.744000,185207.328000,2.436253,9.690857
187.812001,2222513.064000,2222509.554000,740836.350000,740836.224000,185208.948000,2.355321,10.568542
187.813001,2222532.450000,2222529.030000,740842.848000,740842.704000,185210.550000,1.968602,11.743164
187.814001,2222551.818000,2222548.524000,740849.346000,740849.202000,185212.170000,2.007787,12.119751
187.815001,2222571.186000,2222568.000000,740855.844000,740855.700000,185213.772000,1.956029,13.661499
187.816001,2222590.554000,2222587.422000,740862.324000,740862.162000,185215.392000,1.883885,13.843384
187.817001,2222609.922000,2222606.826000,740868.804000,740868.624000,185217.012000,2.149388,14.025574
187.818001,2222629.290000,2222626.194000,740875.248000,740875.068000,185218.614000,1.815648,14.354248
187.819001,2222648.658000,2222645.472000,740881.692000,740881.512000,185220.234000,2.279515,14.507446
187.820001,2222668.008000,2222664.732000,740888.118000,740887.956000,185221.836000,2.065892,14.622192
187.821001,2222687.340000,2222684.010000,740894.526000,740894.346000,185223.456000,1.862401,14.165955
187.822001,2222706.690000,2222703.216000,740900.934000,740900.772000,185225.076000,2.172093,12.959290
187.823001,2222726.022000,2222722.440000,740907.342000,740907.180000,185226.678000,2.153172,12.946472
187.824001,2222745.372000,2222741.682000,740913.732000,740913.588000,185228.298000,2.414769,11.066589
187.825001,2222764.722000,2222760.978000,740920.158000,740920.014000,185229.918000,2.198582,10.246277
187.826001,2222784.072000,2222780.238000,740926.584000,740926.458000,185231.538000,2.361668,9.658813
187.827001,2222803.422000,2222799.606000,740933.028000,740932.920000,185233.158000,2.241551,9.208679
187.828001,2222822.790000,2222819.010000,740939.490000,740939.382000,185234.778000,2.206151,9.042969
187.829001,2222842.158000,2222838.450000,740945.988000,740945.862000,185236.398000,2.592992,8.669434
187.830001,2222861.544000,2222857.962000,740952.486000,740952.360000,185238.018000,1.967381,9.269409
187.831001,2222880.930000,2222877.510000,740959.002000,740958.876000,185239.638000,2.106419,10.105896
187.832001,2222900.316000,2222897.058000,740965.536000,740965.374000,185241.258000,1.953465,10.389709
187.833001,2222919.702000,2222916.588000,740972.052000,740971.908000,185242.878000,2.266820,11.631470
187.834001,2222939.088000,2222936.136000,740978.586000,740978.424000,185244.498000,1.746190,12.946472
187.835001,2222958.474000,2222955.648000,740985.084000,740984.922000,185246.118000,1.497166,13.221130
187.836001,2222977.860000,2222975.088000,740991.582000,740991.402000,185247.738000,2.012791,13.709412
187.837001,2222997.246000,2222994.492000,740998.044000,740997.864000,185249.340000,1.614720,14.105225
187.838001,2223016.614000,2223013.806000,741004.506000,741004.308000,185250.960000,1.835912,14.392395
187.839001,2223035.964000,2223033.084000,741010.914000,741010.734000,185252.580000,1.714574,14.657593
187.840001,2223055.314000,2223052.290000,741017.304000,741017.142000,185254.182000,1.824559,14.296875
187.841001,2223074.664000,2223071.460000,741023.694000,741023.550000,185255.802000,1.940770,13.610535
187.842001,2223094.014000,2223090.630000,741030.066000,741029.922000,185257.404000,1.892796,12.694397
187.843001,2223113.346000,2223109.782000,741036.438000,741036.312000,185259.024000,1.885228,10.725098
187.844001,2223132.696000,2223128.952000,741042.810000,741042.702000,185260.626000,2.488011,9.837646
187.845001,2223152.028000,2223148.158000,741049.218000,741049.128000,185262.246000,2.111424,8.273621
187.846001,2223171.378000,2223167.454000,741055.644000,741055.554000,185263.866000,2.417332,7.890625
187.847001,2223190.746000,2223186.804000,741062.088000,741061.998000,185265.468000,2.412205,7.577820
187.848001,2223210.114000,2223206.226000,741068.550000,741068.460000,185267.088000,2.100072,7.488403
187.849001,2223229.482000,2223225.684000,741075.048000,741074.958000,185268.690000,2.260594,8.637390
187.850001,2223248.886000,2223245.232000,741081.564000,741081.456000,185270.292000,2.193578,10.003662
187.851001,2223268.272000,2223264.780000,741088.098000,741087.954000,185271.912000,2.386937,10.836792
187.852001,2223287.658000,2223284.346000,741094.614000,741094.470000,185273.532000,1.911717,12.304993
187.853001,2223307.044000,2223303.876000,741101.148000,741100.986000,185275.134000,2.053319,13.364868
187.854001,2223326.430000,2223323.406000,741107.664000,741107.502000,185276.754000,1.876317,13.652039
187.855001,2223345.816000,2223342.864000,741114.162000,741113.982000,185278.374000,1.910496,14.245605
187.856001,2223365.184000,2223362.268000,741120.624000,741120.462000,185279.976000,1.830907,14.686279
187.857001,2223384.552000,2223381.618000,741127.086000,741126.924000,185281.596000,1.933202,14.995728
187.858001,2223403.920000,2223400.914000,741133.512000,741133.350000,185283.216000,1.609715,15.148926
187.859001,2223423.270000,2223420.120000,741139.902000,741139.758000,185284.818000,2.174657,13.559570
187.860001,2223442.602000,2223439.362000,741146.310000,741146.166000,185286.438000,1.784032,13.431702
187.861001,2223461.952000,2223458.550000,741152.682000,741152.574000,185288.040000,2.163182,11.957092
187.862001,2223481.284000,2223477.756000,741159.090000,741158.982000,185289.660000,2.118993,10.195007
187.863001,2223500.634000,2223496.998000,741165.480000,741165.390000,185291.262000,1.909154,9.148254
187.864001,2223519.984000,2223516.258000,741171.906000,741171.834000,185292.882000,2.111424,8.446045
187.865001,2223539.352000,2223535.590000,741178.350000,741178.260000,185294.484000,2.341405,8.273621
187.866001,2223558.702000,2223554.958000,741184.812000,741184.704000,185296.104000,2.290868,7.766113
187.867001,2223578.070000,2223574.380000,741191.292000,741191.184000,185297.706000,2.461522,8.493958
187.868001,2223597.456000,2223593.892000,741197.790000,741197.682000,185299.326000,1.844701,10.061035
187.869001,2223616.842000,2223613.386000,741204.306000,741204.162000,185300.928000,2.194798,10.884705
187.870001,2223636.210000,2223632.898000,741210.804000,741210.660000,185302.548000,2.059666,11.899719
187.871001,2223655.596000,2223652.374000,741217.320000,741217.158000,185304.150000,2.073460,13.808289
187.872001,2223674.982000,2223671.868000,741223.818000,741223.638000,185305.770000,2.064671,13.958435
187.873001,2223694.350000,2223691.308000,741230.298000,741230.100000,185307.372000,1.985081,14.248962
187.874001,2223713.736000,2223710.676000,741236.760000,741236.580000,185308.992000,2.116429,14.635010
187.875001,2223733.086000,2223730.008000,741243.204000,741243.024000,185310.594000,1.956029,15.008545
187.876001,2223752.436000,2223749.286000,741249.630000,741249.450000,185312.214000,1.954686,15.327759
187.877001,2223771.786000,2223768.528000,741256.038000,741255.858000,185313.834000,1.806859,14.765930
187.878001,2223791.136000,2223787.734000,741262.446000,741262.284000,185315.436000,2.183446,13.763733
187.879001,2223810.486000,2223806.940000,741268.836000,741268.692000,185317.056000,2.271947,13.476562
187.880001,2223829.818000,2223826.164000,741275.226000,741275.082000,185318.676000,2.335179,11.181335
187.881001,2223849.168000,2223845.406000,741281.634000,741281.508000,185320.296000,1.939549,10.287781
187.882001,2223868.500000,2223864.684000,741288.060000,741287.934000,185321.898000,2.433690,9.815369
187.883001,2223887.868000,2223884.016000,741294.486000,741294.378000,185323.518000,2.177098,9.042969
187.884001,2223907.218000,2223903.366000,741300.948000,741300.822000,185325.138000,2.627049,8.988647
187.885001,2223926.586000,2223922.824000,741307.428000,741307.302000,185326.758000,1.956029,8.691711
187.886001,2223945.954000,2223942.282000,741313.926000,741313.800000,185328.378000,2.346532,9.582214
187.887001,2223965.340000,2223961.812000,741320.424000,741320.298000,185329.998000,2.173314,10.284424
187.888001,2223984.726000,2223981.324000,741326.958000,741326.814000,185331.618000,2.347752,10.434570
187.889001,2224004.112000,2224000.890000,741333.474000,741333.330000,185333.238000,1.892796,12.477417
187.890001,2224023.498000,2224020.420000,741340.008000,741339.828000,185334.858000,1.442845,13.505249
187.891001,2224042.884000,2224039.896000,741346.506000,741346.326000,185336.478000,2.366673,13.690186
187.892001,2224062.270000,2224059.372000,741353.004000,741352.824000,185338.098000,1.617284,13.901062
187.893001,2224081.638000,2224078.758000,741359.466000,741359.304000,185339.700000,1.928197,14.293518
187.894001,2224101.006000,2224098.126000,741365.928000,741365.748000,185341.320000,1.808079,14.395752
187.895001,2224120.374000,2224117.404000,741372.354000,741372.174000,185342.940000,1.964818,14.536133
187.896001,2224139.724000,2224136.682000,741378.762000,741378.618000,185344.560000,1.445409,13.996582
187.897001,2224159.074000,2224155.888000,741385.170000,741385.026000,185346.162000,2.131688,13.409424
187.898001,2224178.424000,2224175.112000,741391.542000,741391.416000,185347.782000,1.738621,12.416687
187.899001,2224197.774000,2224194.318000,741397.950000,741397.806000,185349.384000,2.069676,10.894165
187.900001,2224217.106000,2224213.542000,741404.340000,741404.214000,185350.986000,2.139256,11.191101
187.901001,2224236.456000,2224232.766000,741410.748000,741410.640000,185352.606000,2.053319,9.891968
187.902001,2224255.806000,2224252.026000,741417.174000,741417.066000,185354.226000,2.188573,9.001465
187.903001,2224275.174000,2224271.358000,741423.600000,741423.528000,185355.846000,2.144261,8.056641
187.904001,2224294.524000,2224290.726000,741430.062000,741429.990000,185357.466000,2.220067,7.494812
187.905001,2224313.910000,2224310.184000,741436.560000,741436.452000,185359.068000,2.390721,8.468323
187.906001,2224333.296000,2224329.678000,741443.058000,741442.932000,185360.688000,2.297215,9.026794
187.907001,2224352.682000,2224349.208000,741449.574000,741449.448000,185362.308000,2.193578,10.025940
187.908001,2224372.068000,2224368.738000,741456.090000,741455.964000,185363.928000,1.992650,11.459045
187.909001,2224391.454000,2224388.268000,741462.624000,741462.498000,185365.548000,1.988866,12.075195
187.910001,2224410.840000,2224407.798000,741469.140000,741468.996000,185367.150000,1.914281,12.895508
187.911001,2224430.226000,2224427.310000,741475.638000,741475.494000,185368.752000,1.696873,13.278503
187.912001,2224449.612000,2224446.732000,741482.136000,741481.956000,185370.372000,2.168309,13.619995
187.913001,2224468.998000,2224466.136000,741488.598000,741488.436000,185371.992000,1.728490,13.757324
187.914001,2224488.366000,2224485.468000,741495.024000,741494.898000,185373.612000,1.953465,13.818054
187.915001,2224507.716000,2224504.782000,741501.468000,741501.324000,185375.232000,1.705785,12.780457
187.916001,2224527.084000,2224524.024000,741507.876000,741507.750000,185376.834000,1.979954,13.208313
187.917001,2224546.434000,2224543.284000,741514.284000,741514.158000,185378.436000,1.713353,11.918640
187.918001,2224565.784000,2224562.544000,741520.674000,741520.566000,185380.056000,1.608372,10.670776
187.919001,2224585.134000,2224581.750000,741527.082000,741526.974000,185381.676000,2.159398,9.352417
187.920001,2224604.502000,2224600.974000,741533.490000,741533.400000,185383.278000,2.448827,8.081970
187.921001,2224623.852000,2224620.306000,741539.916000,741539.826000,185384.880000,2.014134,8.880005
187.922001,2224643.220000,2224639.620000,741546.360000,741546.252000,185386.482000,2.380589,8.713989
187.923001,2224662.570000,2224659.006000,741552.822000,741552.732000,185388.084000,1.719579,9.310913
187.924001,2224681.956000,2224678.392000,741559.302000,741559.194000,185389.686000,2.106419,10.635681
187.925001,2224701.324000,2224697.814000,741565.764000,741565.638000,185391.306000,2.285863,10.348206
187.926001,2224720.692000,2224717.236000,741572.262000,741572.100000,185392.908000,2.293431,11.759033
187.927001,2224740.060000,2224736.676000,741578.742000,741578.580000,185394.510000,2.122777,12.742310
187.928001,2224759.446000,2224756.098000,741585.222000,741585.042000,185396.112000,2.024266,13.240356
187.929001,2224778.814000,2224775.484000,741591.684000,741591.504000,185397.714000,1.949681,13.661499
187.930001,2224798.164000,2224794.834000,741598.146000,741597.966000,185399.334000,2.010350,14.220276
187.931001,2224817.532000,2224814.148000,741604.590000,741604.410000,185400.954000,2.096287,14.501038
187.932001,2224836.882000,2224833.462000,741611.016000,741610.818000,185402.556000,2.029271,14.769287
187.933001,2224856.232000,2224852.722000,741617.424000,741617.226000,185404.158000,2.306004,14.836121
187.934001,2224875.564000,2224871.964000,741623.850000,741623.670000,185405.778000,2.118993,14.584045
187.935001,2224894.914000,2224891.224000,741630.258000,741630.096000,185407.398000,2.179662,14.185181
187.936001,2224914.264000,2224910.520000,741636.666000,741636.522000,185409.018000,1.705785,12.327271
187.937001,2224933.614000,2224929.744000,741643.092000,741642.948000,185410.638000,2.912694,11.676331
187.938001,2224952.946000,2224949.076000,741649.518000,741649.374000,185412.240000,2.129124,11.561279
187.939001,2224972.296000,2224968.426000,741655.962000,741655.836000,185413.860000,2.568944,10.897217
187.940001,2224991.646000,2224987.848000,741662.424000,741662.298000,185415.498000,2.017918,10.788879
187.941001,2225011.014000,2225007.234000,741668.904000,741668.778000,185417.118000,2.341405,9.828186
187.942001,2225030.364000,2225026.710000,741675.402000,741675.294000,185418.738000,2.146825,10.233459
